학과,과목번호,과목명,학점,권장학년,수강신청 참조사항,과목 설명
영미어문전공,ENG3415,영어어휘와 AI(캡스톤디자인),3.0,"[2, 3, 4]",,
영미어문전공,ENG3416,영문자서전 창작(캡스톤 디자인),3.0,"[3, 4]",,
영미어문전공,ENG3418,법과 문화(캡스톤디자인),3.0,"[2, 3, 4]",,
영미어문전공,ENG3419,"문학, 공연, 문화산업(캡스톤디자인)",3.0,"[2, 3, 4]",,
영미어문전공,ENG3420,언어학과 인문콘텐츠(캡스톤디자인),3.0,"[3, 4]",,
영미어문전공,ENG3430,전공진로설계Ⅰ,,"[2, 3, 4]",,
영미어문전공,ENG4001,영미어문현장실습,3.0,"[3, 4]",,
영미어문전공,ENG4099,개별연구논문,3.0,"[3, 4]",,
영미어문전공,ENGG002,중세르네상스영문학프로세미나,3.0,"[3, 4]",,
영미어문전공,ENGG003,왕정복고및18세기영문학프로세미나,3.0,"[3, 4]",,
영미어문전공,ENGG005,20세기영국문학프로세미나,3.0,"[3, 4]",,
영미어문전공,ENGG006,초기및19세기미국문학프로세미나,3.0,"[3, 4]",,
영미어문전공,ENGG007,20세기미국문학프로세미나,3.0,"[3, 4]",,대학원초급과목
영미어문전공,ENGG204,음운론I,3.0,"[3, 4]",,대학원초급과목
영미어문전공,ENGG205,통사론 I,3.0,"[3, 4]",,
영미어문전공,ENGG231,제2언어습득론입문:이론과적용,3.0,"[3, 4]",,대학원초급과목
영미어문전공,ENGG235,언어조사 및 실험연구 방법론(캡스톤디자인),3.0,"[2, 3, 4]",,구)ENG3417
영미어문전공,ENGG236,세계화 시대의 언어: 최근 동향과 이슈,3.0,"[3, 4]",,구)ENG3317
영미어문전공,ENGG284,글쓰기문법과논리적사고,3.0,"[3, 4]",,
전인교육원,ETS2001,현대세계와윤리문제,3.0,"[1, 2, 3, 4]",,구 윤리와가치
전인교육원,ETS2002,논리와비판적사고,3.0,"[1, 2, 3, 4]",,
전인교육원,ETS2003,철학산책,3.0,[1],,
전인교육원,ETS2004,종교와세계문화,3.0,"[1, 2, 3, 4]",,
전인교육원,ETU4008,삶과죽음,3.0,"[1, 2, 3, 4]",,
전인교육원,ETU4009,영화와철학,3.0,"[1, 2, 3, 4]",,
전인교육원,ETU4010,한국문화와종교,3.0,"[1, 2, 3, 4]",,
전인교육원,ETU4016,"종교,폭력,평화",3.0,"[2, 3, 4]",,
전인교육원,ETU4018,행복의추구,3.0,"[1, 2, 3, 4]",,여가와놀이의철학(ETU4007)의 대체과목
유럽문화학과,EUR2101,유럽문화와상호문화소통,3.0,"[1, 2, 3, 4]",,
유럽문화학과,EUR2103,유럽문학의명작감상,3.0,"[1, 2, 3, 4]",,
유럽문화학과,EUR2201,기초독어,3.0,"[1, 2]",,(구)GER2001
유럽문화학과,EUR2202,초급독어회화,3.0,"[1, 2]",,(구)GER2002
유럽문화학과,EUR2203,초급독문강독,3.0,"[2, 3, 4]",,(구)GER3001
유럽문화학과,EUR2206,독문법1,3.0,"[2, 3, 4]",,"(구)GER3006, (구)독문법"
유럽문화학과,EUR2239,독일문화의이해,3.0,"[1, 2, 3, 4]",,(구)GER3039
유럽문화학과,EUR2243,독일예술감상,3.0,"[2, 3, 4]",,(구)GER3043
유럽문화학과,EUR2301,기초프랑스어,3.0,"[1, 2]",,(구)FRA2001
유럽문화학과,EUR2302,쉬운프랑스어읽기,3.0,"[1, 2]",,(구)FRA2002
유럽문화학과,EUR2303,프랑스어문법1,3.0,"[1, 2]",,(구)FRA2003
유럽문화학과,EUR2304,프랑스어문법2,3.0,"[1, 2]",,(구)FRA2004
유럽문화학과,EUR2315,프랑스문화의이해,3.0,"[1, 2]",,(구)FRA2015
유럽문화학과,EUR3101,국제관계와유럽,3.0,"[1, 2, 3, 4]",,
유럽문화학과,EUR3105,유럽의언어,3.0,"[1, 2, 3, 4]",,
유럽문화학과,EUR3153,유럽의신화와문화콘텐츠산업(캡스톤디자인),3.0,"[3, 4]",,"구)유럽의신화와문화콘텐츠산업,디지털인문학연계전공 유럽문화학과전전공과목"
유럽문화학과,EUR3197,제4차 산업혁명시대의 언어학(캡스톤디자인),3.0,"[2, 3, 4]",,디지털인문학연계전공 유럽문화학과전전공과목
유럽문화학과,EUR3199,전공진로설계Ⅰ,,"[2, 3, 4]",,
유럽문화학과,EUR3202,시청각독어1,3.0,"[1, 2, 3, 4]",,"(구)GER3002, (구) 시청각독어"
유럽문화학과,EUR3203,독작문1,3.0,"[1, 2, 3, 4]",,"(구)GER3003, (구)독작문"
유럽문화학과,EUR3204,중급독문강독,3.0,"[2, 3, 4]",,(구)GER4004
유럽문화학과,EUR3205,중급독어회화,3.0,"[2, 3, 4]",,(구)GER3005
유럽문화학과,EUR3209,독일어어휘연습,3.0,"[2, 3, 4]",,(구)GER3009
유럽문화학과,EUR3215,독일어단어형성의이해,3.0,"[2, 3, 4]",,(구)GER3015
유럽문화학과,EUR3218,게르만인과독일어의역사,3.0,"[2, 3, 4]",,(구)GER3018
유럽문화학과,EUR3222,독문법2,3.0,"[2, 3, 4]",,"(구)GER3022, (구)독어조어론산책"
유럽문화학과,EUR3223,독작문2,3.0,"[2, 3, 4]",,"(구)GER3023, (구)독일어문장과문법"
유럽문화학과,EUR3225,독일단편소설,3.0,"[2, 3, 4]",,(구)GER3025
유럽문화학과,EUR3231,독일문학사,3.0,"[2, 3, 4]",,(구)GER3031
유럽문화학과,EUR3233,독일낭만주의문학,3.0,"[2, 3, 4]",,(구)GER3033
유럽문화학과,EUR3237,독일어권문학연구,3.0,"[2, 3, 4]",,(구)GER3037
유럽문화학과,EUR3238,독일작가론,3.0,"[2, 3, 4]",,(구)GER3038
유럽문화학과,EUR3240,독일의일상문화,3.0,"[1, 2, 3, 4]",,(구)GER3040
유럽문화학과,EUR3241,주제별독일문화,3.0,"[1, 2, 3, 4]",,"(구)GER3041,(구)주제별독일문화산책"
유럽문화학과,EUR3242,독일영화이해,3.0,"[2, 3, 4]",,(구)GER3042
유럽문화학과,EUR3244,독일어권문화탐방,3.0,"[2, 3, 4]",,(구)GER3044
유럽문화학과,EUR3245,독일문화사,3.0,"[2, 3, 4]",,(구)GER3045
유럽문화학과,EUR3248,독일의정치와제도,3.0,"[2, 3, 4]",,
유럽문화학과,EUR3251,독일현대소설입문,3.0,"[2, 3, 4]",,
유럽문화학과,EUR3253,독일어권문화강독,3.0,"[3, 4]",,
유럽문화학과,EUR3320,시청각프랑스어1,3.0,"[2, 3, 4]",,(구)FRA3020
유럽문화학과,EUR3321,시청각프랑스어2,3.0,"[3, 4]",,(구)FRA3021
유럽문화학과,EUR3322,시청각프랑스어3,3.0,"[3, 4]",,(구)FRA3022
유럽문화학과,EUR3323,프랑스어작문1,3.0,"[2, 3, 4]",,(구)FRA3023
유럽문화학과,EUR3324,프랑스어작문2,3.0,"[3, 4]",,(구)FRA3024
유럽문화학과,EUR3327,연극을통한프랑스어연습,3.0,"[2, 3, 4]",,(구)FRA3027
유럽문화학과,EUR3341,프랑스문학개론,3.0,"[2, 3, 4]",,(구)FRA3041
유럽문화학과,EUR3342,언어학개론,3.0,"[2, 3, 4]",,(구)FRA3042
유럽문화학과,EUR3343,프랑스언어학,3.0,"[2, 3, 4]",,(구)FRA3043
유럽문화학과,EUR3344,프랑스희곡읽기,3.0,"[2, 3, 4]",,(구)FRA3044
유럽문화학과,EUR3346,프랑스18세기문학,3.0,"[2, 3, 4]",,(구)FRA3046
유럽문화학과,EUR3349,프랑스극문학,3.0,"[2, 3, 4]",,(구)FRA3049
유럽문화학과,EUR3350,현대프랑스소설1,3.0,"[3, 4]",,(구)FRA3050
유럽문화학과,EUR3364,프랑스문화강독1,3.0,"[2, 3, 4]",,(구)FRA3064
유럽문화학과,EUR3367,프랑스대중문화연구,3.0,"[2, 3, 4]",,(구)FRA3067
유럽문화학과,EUR3368,프랑스어와대중매체,3.0,"[2, 3, 4]",,(구)FRA3068
유럽문화학과,EUR3369,프랑스문학과타예술,3.0,"[3, 4]",,(구)FRA3069
유럽문화학과,EUR3371,프랑스연극,3.0,"[2, 3, 4]",,(구)FRA3071
유럽문화학과,EUR3372,프랑스및프랑스어권의영화,3.0,"[2, 3, 4]",,(구)FRA3072
유럽문화학과,EUR4103,주제별유럽문화연구,3.0,"[2, 3, 4]",,
유럽문화학과,EUR4106,유럽의젠더연구,3.0,"[2, 3, 4]",,
유럽문화학과,EUR4108,유럽연합론,3.0,"[2, 3, 4]",,
유럽문화학과,EUR4207,시사독일어,3.0,"[2, 3, 4]",,(구)GER3007
유럽문화학과,EUR4219,시청각독어2,3.0,"[2, 3, 4]",,"(구)GER3019, (구)독일어자기표현과광고전략"
유럽문화학과,EUR4381,시청각프랑스어4,3.0,"[3, 4]",,(구)FRA4081
유럽문화학과,EUR4383,프랑스어토론,3.0,"[2, 3, 4]",,(구)FRA4083
유럽문화학과,EUR4392,프랑스어권의문학,3.0,"[2, 3, 4]",,(구)FRA4092
유럽문화학과,EUR4395,프랑스문학과역사,3.0,"[3, 4]",,(구)FRA4095
유럽문화학과,EUR4399,프랑스문화개별연구논문,3.0,"[3, 4]",,
유럽문화학과,EURG201,독일문학연구입문,3.0,"[2, 3, 4]",,"대학원초급과목, (구)GER3030, (구)독일문예학입문"
유럽문화학과,EURG202,주제별독문학,3.0,"[2, 3, 4]",,(구)GER4005
유럽문화학과,EURG211,고급독어,3.0,"[2, 3, 4]",,(구)GER3010
유럽문화학과,EURG212,독일어문장구조의이해,3.0,"[3, 4]",,
유럽문화학과,EURG301,프랑스소설이론,3.0,[4],,"(구)FRAG001, (구)불소설이론"
유럽문화학과,EURG302,프랑스대표작가연구,3.0,"[2, 3, 4]",,
유럽문화학과,EURG304,프랑스어강독과번역,3.0,"[2, 3, 4]",,(구)FRA3025
여성학 연계전공,GES2002,여성학개론,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES2003,성과 사회,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3001,성평등인간학,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3002,여성과일,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3005,여성과문학,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3007,여성과정치,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3009,여성심리학,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3012,여성과대중문화,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3013,한국여성사,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3019,성과사랑,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3023,여성과 예술,3.0,"[1, 2, 3, 4]",,
여성학 연계전공,GES3024,유럽의젠더연구,3.0,"[2, 3, 4]",,
여성학 연계전공,GESG003,여성운동사,3.0,"[3, 4]",,
여성학 연계전공,GESG004,여성과미디어,3.0,"[1, 2, 3, 4]",,
글로벌융합학부,GIS1001,글로벌융학학부입문,1.0,"[1, 2, 3, 4]",,
글로벌융합학부,GIS2002,회계학,3.0,"[1, 2, 3, 4]",,
글로벌융합학부,GIS2003,The Art of Storytelling,3.0,"[1, 2, 3, 4]",,
글로벌한국학부,GKE2001,한국어교육학개론,3.0,"[1, 2, 3, 4]",,
글로벌한국학부,GKE2002,한국어학개론,3.0,"[1, 2, 3, 4]",,
글로벌한국학부,GKE3003,대조언어학,3.0,"[1, 2, 3, 4]",,
글로벌한국학부,GKE3013,한국어평가론,3.0,"[2, 3, 4]",,
글로벌한국학부,GKE3031,한국대중문화의이해,3.0,"[2, 3, 4]",,구) KSC4001
글로벌한국학부,GKE3032,한국의국제관계,3.0,"[2, 3, 4]",,구) KSC4004
글로벌한국학부,GKE3033,미디어의변화와한국,3.0,"[2, 3, 4]",,구) KSC4005
글로벌한국학부,GKE3035,한국전통문화의 이해,3.0,"[2, 3, 4]",,구) KSC4009
글로벌한국학부,GKE3036,남북한관계론,3.0,"[2, 3, 4]",,구) KSC4010
글로벌한국학부,GKEG001,한국어 데이터 기반 한국언어문화연구,3.0,[4],,
글로벌한국학부,GKS1001,Critical Thinking for Social Inquiry,3.0,"[1, 2, 3, 4]","국제한국학과(가능),글로벌한국학과(가능),글로벌한국학부(가능)",구) MAS1005
글로벌한국학부,GKS1002,Global Citizenship,3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS2001,Introductory Seminar in Korean Studies,3.0,"[1, 2, 3, 4]",,구)KOS2007
글로벌한국학과,GKS2002,Korean Studies and Data Science,3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS2003,Understanding Korean History in the Context of Time/Space,3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS2004,Korean Studies in Practice I(캡스톤디자인),3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS3001,Global Diffusion of the K-wave,3.0,"[1, 2, 3, 4]",,구)INTRODUCTION TO KOREAN LITERATURE
글로벌한국학과,GKS3002,Intro to Korea thru Literature and Film,3.0,"[1, 2, 3, 4]",,(구)KOS2201
글로벌한국학과,GKS3006,East asian development Revisited,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS3007,Topics in Korea Today,3.0,"[1, 2, 3, 4]",,"구KOS2205, POLITICS, ECONOMY, AND SOCIETY"
글로벌한국학과,GKS3008,Statistical Thinking for Global Korean Studies,3.0,"[1, 2, 3, 4]",,구)INTRODUCTION TO STATISTICAL&EXPLORATOR
글로벌한국학과,GKS3009,Korean Society and Media: Continuity of Political Topics,3.0,"[1, 2, 3, 4]",,"구)TOPICSINKOREANTRADITIONS:HIS.REL,LIT."
글로벌한국학과,GKS3012,Image Pedagogy for Korean Studies,3.0,"[1, 2, 3, 4]",,구)KOREAN STUDIES SEMINAR
글로벌한국학과,GKS3024,Korean Language&Culture-Intermediate,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS3029,Korean Language and Society-Beginner,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS3030,Korean Language&Culture-Advanced,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS3031,Korean Language&History-Advanced,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS4001,Translated Korea: The Social History of Concepts in Korea,3.0,"[2, 3, 4]",,
글로벌한국학과,GKS4006,Korean Studies Seminar: Gender and Devel,3.0,"[3, 4]",,
글로벌한국학과,GKS4007,International Politics of the Korean Pen,3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS4009,Introduction to Exploratory Machine Learning,3.0,"[1, 2, 3, 4]",,
글로벌한국학과,GKS4011,The Medium of Korean Cultural Modernity,3.0,"[1, 2, 3, 4]",,구)KOS3004
글로벌한국학과,GKS4015,Curatorial Studies for Korean Culture Exchange,3.0,"[2, 3, 4]",,구)MATHEMATICAL FOUNDATIONS OF DATA SCIE
글로벌한국학과,GKS4016,국제한국학이론과실습1(캡스톤디자인),3.0,"[2, 3, 4]",,교환학생수강불가 / (구)KOS4103
글로벌한국학과,GKSG003,Reading Theories of Korean Development,3.0,"[3, 4]",,
글로벌한국학과,GKSG004,Research in Korean Studies : Labour and Development,3.0,"[3, 4]",,
글로벌한국학과,GKSG007,한국학빅데이터분석(캡스톤디자인),3.0,"[3, 4]",,
글로벌한국학과,GKSG008,Programming for Applied Deep Learning,3.0,"[2, 3, 4]",,
글로벌한국학과,GKSG009,Korean Computational Linguistics,3.0,"[3, 4]",,
글로벌한국학과,GKSG010,Korean Historians Behind the Camera,3.0,"[1, 2, 3, 4]",,(구)GKS4013
글로벌한국학과,GKSG011,AdvancedAcademicWritinginKoreanStudies,3.0,[4],,"(구)KOS4002,(구)GKS2005"
글로벌한국학과,GKSG012,Intro to Korean Sociolinguistics,3.0,"[2, 3]",,구)GKS3003
글로벌융합학부,GME3000,미디어커뮤니케이션입문,3.0,"[2, 3, 4]",,
글로벌융합학부,GME3002,영상제작기초,3.0,"[2, 3, 4]",,
글로벌융합학부,GME3003,PR의이해,3.0,"[2, 3, 4]",,
전인교육원,HFS2001,철학적인간학,3.0,[2],,인간과세계에대한관상(스탈링스)(SHU4055)의 대체과목
전인교육원,HFS2002,신학적인간학,3.0,[2],,신의문제(HFS2005)의 대체과목/그리스도교사상(HFS2004)의 대체과목
전인교육원,HFS2003,그리스도교윤리,3.0,[2],,
전인교육원,HFU4003,생명윤리,3.0,"[1, 2, 3, 4]",,
전인교육원,HFU4012,그리스도교신앙과영성,3.0,"[1, 2, 3, 4]",,그리스도교개론(HFU4002)의 대체과목
전인교육원,HFU4014,영성수련,2.0,"[2, 3, 4]",,(구)영성과기도(HFU4017)의 대체과목/성적평가:S/U
전인교육원,HFU4023,진·선·미·성,3.0,"[2, 3, 4]",,사유와삶의기술(스탈링스)(SHU4056)의 대체과목
전인교육원,HFU4024,문학치료와스토리텔링,3.0,"[1, 2, 3, 4]",,(구)문학과영성
전인교육원,HFU4026,치유의행복학,3.0,"[1, 2, 3, 4]",,
전인교육원,HFU4027,거꾸로다시그리고치유,3.0,"[1, 2, 3, 4]",,
사학과,HIS2002,현대세계의역사적이해,3.0,"[1, 2]",,
사학과,HIS2003,한국사개론Ⅰ,3.0,"[2, 3, 4]",,"구 한국사개설I,II 통합과목"
사학과,HIS2004,동아시아사개론Ⅰ,3.0,"[2, 3, 4]",,"구 동양사개설I,II 통합과목"
사학과,HIS2005,서양사개론Ⅰ,3.0,"[2, 3, 4]",,"구 서양사개설I,II 통합과목"
사학과,HIS2006,역사학입문,3.0,"[1, 2, 3, 4]",,역사란무엇인가(HIS2001)의 대체과목(2013학번이전의경우)
사학과,HIS3001,한국고대사,3.0,"[2, 3, 4]",,
사학과,HIS3003,조선시대사,3.0,"[2, 3, 4]",,
사학과,HIS3004,한국근대사,3.0,"[2, 3, 4]",,
사학과,HIS3005,한국현대사,3.0,"[2, 3, 4]",,
사학과,HIS3006,중국고대사,3.0,"[2, 3, 4]",,
사학과,HIS3007,중국중세사,3.0,"[2, 3, 4]",,
사학과,HIS3008,중국근세사,3.0,"[2, 3, 4]",,
사학과,HIS3009,근대중국의개혁과혁명,3.0,"[2, 3, 4]",,
사학과,HIS3010,중국현대사,3.0,"[2, 3, 4]",,
사학과,HIS3011,전통시대의일본,3.0,"[2, 3, 4]",,
사학과,HIS3014,일본사개설,3.0,"[2, 3, 4]",,
사학과,HIS3015,요동사,3.0,"[2, 3, 4]",,
사학과,HIS3018,아시아지역사특강1,3.0,"[2, 3, 4]",,
사학과,HIS3020,오리엔트문명사,3.0,"[2, 3, 4]",,
사학과,HIS3021,서양고대사,3.0,"[2, 3, 4]",,
사학과,HIS3022,서양중세사,3.0,"[2, 3, 4]",,
사학과,HIS3026,민족주의와제국주의시대사,3.0,"[2, 3, 4]",,
사학과,HIS3027,양차세계대전사,3.0,"[2, 3, 4]",,
사학과,HIS3030,영국사개설,3.0,"[2, 3, 4]",,"구 영국사개설I,II 통합과목"
사학과,HIS3032,프랑스사개설,3.0,"[2, 3, 4]",,
사학과,HIS3035,동유럽의역사와문화,3.0,"[2, 3, 4]",,
사학과,HIS3037,미국사개설,3.0,"[2, 3, 4]",,
사학과,HIS3038,현대미국의역사적이해,3.0,"[2, 3, 4]",,
사학과,HIS3039,한국사학사,3.0,"[2, 3, 4]",,
사학과,HIS3040,한국사개론Ⅱ,3.0,"[2, 3, 4]",,(구)세계문명사Ⅰ
사학과,HIS3041,한국사상사,3.0,"[2, 3, 4]",,
사학과,HIS3042,한국정치사,3.0,"[2, 3, 4]",,
사학과,HIS3043,한국사회경제사,3.0,"[2, 3, 4]",,
사학과,HIS3044,한국제도사,3.0,"[2, 3, 4]",,
사학과,HIS3045,한국사회신분사,3.0,"[2, 3, 4]",,
사학과,HIS3046,한중관계사,3.0,"[2, 3, 4]",,구)한중교섭사
사학과,HIS3048,한미관계사,3.0,"[2, 3, 4]",,
사학과,HIS3052,한국금석학,3.0,"[2, 3, 4]",,
사학과,HIS3053,한국여성사,3.0,"[2, 3, 4]",,
사학과,HIS3055,동아시아사개론II,3.0,"[2, 3, 4]",,(구)세계문명사II
사학과,HIS3058,동서교류사,3.0,"[2, 3, 4]",,
사학과,HIS3060,동아시아의국제질서(중국어강의),3.0,"[2, 3, 4]",,
사학과,HIS3062,서양사개론Ⅱ,3.0,"[2, 3, 4]",,(구)세계문명사Ⅲ
사학과,HIS3070,문화유산현장실습1,1.0,"[2, 3, 4]",,성적평가:S/U
사학과,HIS3071,문화유산현장실습2,1.0,"[1, 2, 3, 4]",,성적평가:S/U
사학과,HIS3072,문화유산현장실습3,1.0,"[1, 2, 3, 4]",,"구 고적답사3, 성적평가:S/U"
사학과,HIS3073,문화유산현장실습4,1.0,"[1, 2, 3, 4]",,
사학과,HIS3074,전공진로설계Ⅰ,,"[2, 3, 4]",,
사학과,HIS3081,이슬람사,3.0,"[1, 2, 3, 4]",,
사학과,HIS3082,디지털역사학개론,3.0,"[2, 3, 4]",,디지털인문학연계전공 사학과전공과목
사학과,HIS3083,역사DB의이해와활용,3.0,"[2, 3, 4]","사학과,디지털인문학연계전공(가능)",디지털인문학연계전공 사학과전공과목
사학과,HIS3084,지리정보시스템(GIS)과 역사지도,3.0,"[2, 3, 4]",,
사학과,HIS3086,역사문화와 지속가능한 도시인문학(캡스톤디자인),3.0,"[2, 3, 4]",,
사학과,HIS3092,러시아사개설,3.0,"[2, 3, 4]",,
사학과,HIS4001,한국사특강1,3.0,"[2, 3, 4]",,
사학과,HIS4003,한국사특강3,3.0,"[3, 4]",,
사학과,HIS4004,한국사특강4,3.0,"[2, 3, 4]",,
사학과,HIS4005,한국사강독1,3.0,"[3, 4]",,
사학과,HIS4007,한국사강독3,3.0,"[3, 4]",,
사학과,HIS4008,동양사특강1,3.0,"[3, 4]",,
사학과,HIS4009,동양사특강2,3.0,"[3, 4]",,
사학과,HIS4010,동양사강독1,3.0,"[3, 4]",,
사학과,HIS4011,동양사강독2,3.0,"[3, 4]",,
사학과,HIS4012,서양사특강1,3.0,"[3, 4]",,
사학과,HIS4013,서양사특강2,3.0,"[3, 4]",,
사학과,HIS4014,서양사특강3,3.0,"[2, 3, 4]",,
사학과,HIS4017,서양사명저해제1,3.0,"[3, 4]",,
사학과,HIS4018,서양사명저해제2,3.0,"[3, 4]",,구 서양사강독2(교과목명변경)
사학과,HIS4031,역사글쓰기,3.0,"[3, 4]",,구 역사학논문쓰기
사학과,HISQ981,역사교과교육론,3.0,"[3, 4]",,교직이수자만 전공학점으로 인정
사학과,HISQ982,역사교과논리및논술,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
사학과,HISQ983,역사교과교재연구및지도법,3.0,"[2, 3, 4]",,교직이수자만 전공학점으로 인정
전인교육원,HLU4001,영양과다이어트,2.0,"[1, 2, 3, 4]",,
전인교육원,HLU4003,운동과건강,2.0,"[1, 2, 3, 4]",,
전인교육원,HLU4004,수영,1.0,"[1, 2, 3, 4]",,문의:체육관행정실(8207)
전인교육원,HLU4006,요가,1.0,"[1, 2, 3, 4]",,장소:체육관 방음실(705-8207)
전인교육원,HLU4007,테니스,1.0,"[1, 2, 3, 4]",,"장소:테니스코트,문의:체육관(705-8207)"
전인교육원,HLU4008,탁구,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
전인교육원,HLU4009,배드민턴,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
전인교육원,HLU4011,농구,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
전인교육원,HLU4013,축구,1.0,"[1, 2, 3, 4]",,"장소:운동장,문의:체육관(705-8207)"
전인교육원,HLU4014,야구,1.0,"[1, 2, 3, 4]",,"장소:운동장,문의:체육관(705-8207)"
전인교육원,HLU4015,골프,1.0,"[1, 2, 3, 4]",,장소:체육관(705-8207)
전인교육원,HLU4016,춤과풍물,1.0,"[1, 2, 3, 4]",,체육관 방음실/에어로빅및포크댄스(HLU4010)의 대체과목
전인교육원,HSS3001,인간과인성,2.0,"[1, 2, 3, 4]",,성적평가:S/U  /리더십특강(LED3003)의 대체과목
전인교육원,HSS3002,사회봉사,2.0,"[1, 2, 3, 4]",,기초사회봉사(HSS3020)의 대체과목/성적평가:S/U  /2013-1학기부터 2학점과목으로 변경
전인교육원,HSS3004,특수교육과장애의이해,3.0,"[1, 2, 3, 4]",,
전인교육원,HSS3005,수화의이해,3.0,"[1, 2, 3, 4]",,성적평가:S/U
전인교육원,HSS3011,영어토론세미나,3.0,"[2, 3, 4]",,
전인교육원,HSS3013,인문세미나,3.0,"[1, 2, 3, 4]",,구)현대인문세미나
전인교육원,HSS3016,진로탐색입문,1.0,"[1, 2, 3]",,S/U평가  /구 진로탐색/현대사회와자기계발(SHU4030)의 대체과목
전인교육원,HSS3017,학습매니지먼트,1.0,"[1, 2]",,"1~2학년 대상, S/U과목"
전인교육원,HSS3019,세계를간다,2.0,"[1, 2, 3, 4]",,"수강승인과목(문의:이냐시오:705-8944), S/U평가 과목"
전인교육원,HSS3021,인간과지성,2.0,"[1, 2, 3, 4]",,과목평가:S/U
전인교육원,HSS3022,인간과영성,2.0,"[1, 2, 3, 4]",,성적평가:S/U
전인교육원,HSS3023,사회참여와성찰,3.0,"[1, 2, 3, 4]",,"(구)사회참여실천프로젝트, S/U과목"
전인교육원,HSS3024,글로벌기업 CEO의 기업가 정신 특강,1.0,"[2, 3]",,S/U평가 (구)글로벌기업CEO특강
전인교육원,HSS3025,진로탐색심화,1.0,"[2, 3]",,구 LED3008 진로개발세미나
전인교육원,HSS3026,SOFEX100동아시아와예수회교육,3.0,"[2, 3, 4]",,절대평가(3학점)
전인교육원,HSS3028,아픈영혼을 철학으로 치유하기,3.0,"[1, 2, 3, 4]",,가톨릭 공유대학 교과목
전인교육원,HSS3029,사회인 준비 특강,1.0,"[1, 2, 3, 4]",,
전인교육원,HSS3030,지속가능한발전과 ESG실천(종합설계),3.0,"[2, 3, 4]",,"절대평가(3학점), PBL수업"
전인교육원,HSS3031,도시혁신프로젝트(종합설계),3.0,"[2, 3, 4]",,
전인교육원,HSS3032,인문학의 세계,3.0,[1],,
전인교육원,HSS4001,음악쓰기: 이론에서 창작까지(탐구공동체),1.5,"[1, 2, 3, 4]",,
전인교육원,HSS4002,‘주(週)’의 인문학(탐구공동체),1.5,"[1, 2, 3, 4]",,
전인교육원,HSS4003,재즈와 현대 사회(탐구공동체),1.5,"[1, 2, 3, 4]",,
전인교육원,HSS4006,3D디자인을 통한 사고와표현(탐구공동체),1.5,"[1, 2, 3, 4]",,
신문방송학과,JAS3001,저널리즘개론,3.0,[2],,구) COM3101 저널리즘개론
신문방송학과,JAS3003,네트워크사회와미디어,3.0,"[3, 4]",,정보사회와미디어(COM3130)의 대체과목
신문방송학과,JAS3004,영상문화와사회,3.0,[3],,구) COM3121 영상문화와사회/영상문화의이해(COM3309)의 대체과목
신문방송학과,JAS3005,대중문화론,3.0,"[3, 4]",,구) COM3111 대중문화론/문화간커뮤니케이션(COM3114)의 대체과목
신문방송학과,JAS3007,광고4.0,3.0,"[1, 2, 3, 4]",,구) COM3201 광고커뮤니케이션/광고매체기획론(COM3211)의 대체과목
신문방송학과,JAS3008,PR의이해,3.0,"[2, 3, 4]",,구) COM3202 PR의이해
신문방송학과,JAS3009,광고카피라이팅과전략적글쓰기,3.0,"[3, 4]",,구) COM3210 광고카피라이팅과전략적글쓰기/광고크리에이티브론(COM3209)의대체과목
신문방송학과,JAS3011,PR글쓰기와실무,3.0,"[3, 4]",,구) COM3214 PR작문
신문방송학과,JAS3012,텔레비전론,3.0,[2],,구) COM3102
신문방송학과,JAS3013,PR이론과실제,3.0,[2],,
신문방송학과,JAS3014,창의적말하기와글쓰기,3.0,"[3, 4]",,"구 COM3103 / 구 스피치커뮤니케이션,비판적말하기와글쓰기"
신문방송학과,JAS3015,광고와디자인기획,3.0,"[2, 3, 4]",,
