학년도,학기,소속,학과,과목번호,분반,과목명,강의계획서,학점,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,Honors과목,공학인증,시험일자,수강대상,권장학년,수강신청 참조사항,과목 설명,비고,수업일자,요일,시작시간,종료시간,강의실
2024 학년도,1학기,대학,전인교육원,COR1028,06,알바트로스세미나(기계),조회,1.0,1.0,김대중,7,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,07,알바트로스세미나(기계),조회,1.0,1.0,신충수,7,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,08,알바트로스세미나(기계),조회,1.0,1.0,정봉근,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,09,알바트로스세미나(기계),조회,1.0,1.0,정석환,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,10,알바트로스세미나(기계),조회,1.0,1.0,김상엽,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,11,알바트로스세미나(기계),조회,1.0,1.0,김남근,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1028,12,알바트로스세미나(기계),조회,1.0,1.0,박우성,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,AS510
2024 학년도,1학기,대학,전인교육원,COR1029,01,알바트로스세미나(컴퓨터),조회,1.0,1.0,김주호,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,02,알바트로스세미나(컴퓨터),조회,1.0,1.0,박수용,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,03,알바트로스세미나(컴퓨터),조회,1.0,1.0,박성용,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['목'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,04,알바트로스세미나(컴퓨터),조회,1.0,1.0,정성원,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,05,알바트로스세미나(컴퓨터),조회,1.0,1.0,양지훈,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['목'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,06,알바트로스세미나(컴퓨터),조회,1.0,1.0,장형수,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,07,알바트로스세미나(컴퓨터),조회,1.0,1.0,김세준,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,08,알바트로스세미나(컴퓨터),조회,1.0,1.0,김승욱,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,09,알바트로스세미나(컴퓨터),조회,1.0,1.0,이혁준,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,10,알바트로스세미나(컴퓨터),조회,1.0,1.0,김영재,8,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,11,알바트로스세미나(컴퓨터),조회,1.0,1.0,소정민,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,12,알바트로스세미나(컴퓨터),조회,1.0,1.0,최준석,7,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,13,알바트로스세미나(컴퓨터),조회,1.0,1.0,이주호,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],09:00,09:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,14,알바트로스세미나(컴퓨터),조회,1.0,1.0,문의현,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1029,15,알바트로스세미나(컴퓨터),조회,1.0,1.0,최재승,9,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,RA204
2024 학년도,1학기,대학,전인교육원,COR1030,01,알바트로스세미나(인공지능),조회,1.0,1.0,김지환,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,F401
2024 학년도,1학기,대학,전인교육원,COR1030,02,알바트로스세미나(인공지능),조회,1.0,1.0,장부루,10,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,F401
2024 학년도,1학기,대학,전인교육원,COR1030,03,알바트로스세미나(인공지능),조회,1.0,1.0,박운상,11,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['수'],18:00,18:50,F401
2024 학년도,1학기,대학,전인교육원,COR1031,01,알바트로스세미나(시스템반도체),조회,1.0,1.0,김상완,6,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],13:30,14:20,K406
2024 학년도,1학기,대학,전인교육원,COR1031,02,알바트로스세미나(시스템반도체),조회,1.0,1.0,김시현,6,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],13:30,14:20,K406
2024 학년도,1학기,대학,전인교육원,COR1031,03,알바트로스세미나(시스템반도체),조회,1.0,1.0,류성주,6,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],13:30,14:20,K406
2024 학년도,1학기,대학,전인교육원,COR1031,04,알바트로스세미나(시스템반도체),조회,1.0,1.0,범진욱,7,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],13:30,14:20,K406
2024 학년도,1학기,대학,전인교육원,COR1031,05,알바트로스세미나(시스템반도체),조회,1.0,1.0,한준규,7,,,O,,,,,,,[],[1],,,제 1전공자만 가능,,['월'],13:30,14:20,K406
2024 학년도,1학기,대학,컴퓨터공학과,CSE2003,01,컴퓨터프로그래밍I,조회,3.0,3.0,이주호,83,O,,,,"[2,4,6,8,0]",,,,,[1],[1],,(구)기초공학설계,컴퓨터공학 1전공자만 수강가능 (학번 끝자리가 짝수),,"['화', '목']",15:00,16:15,D105
2024 학년도,1학기,대학,컴퓨터공학과,CSE2003,02,컴퓨터프로그래밍I,조회,3.0,3.0,장부루,67,O,,,,"[1,3,5,7,9]",,,,,[1],[1],,(구)기초공학설계,컴퓨터공학 1전공자만 수강가능 (학번 끝자리가 홀수),,"['화', '목']",09:00,10:15,D105
2024 학년도,1학기,대학,컴퓨터공학과,CSE3013,01,소프트웨어개발도구및환경실습,조회,3.0,6.0,김승욱,27,,,,,,,,,,"[2, 3, 4]",[2],,구)컴퓨터공학설계및실험I,,,['월'],15:00,20:50,R914
2024 학년도,1학기,대학,컴퓨터공학과,CSE3013,02,소프트웨어개발도구및환경실습,조회,3.0,6.0,최준석,31,,,,,,,,,,"[2, 3, 4]",[2],,구)컴퓨터공학설계및실험I,,,['화'],15:00,20:50,R914
2024 학년도,1학기,대학,컴퓨터공학과,CSE3013,03,소프트웨어개발도구및환경실습,조회,3.0,6.0,이주호,33,,,,,,,,,,"[2, 3, 4]",[2],,구)컴퓨터공학설계및실험I,,,['수'],15:00,20:50,R914
2024 학년도,1학기,대학,컴퓨터공학과,CSE3013,04,소프트웨어개발도구및환경실습,조회,3.0,6.0,김세준,30,,,,,,,,,,"[2, 3, 4]",[2],,구)컴퓨터공학설계및실험I,,,['목'],15:00,20:50,R914
2024 학년도,1학기,대학,컴퓨터공학과,CSE3013,05,소프트웨어개발도구및환경실습,조회,3.0,6.0,소정민,30,,,,,,,,,,"[2, 3, 4]",[2],,구)컴퓨터공학설계및실험I,,,['금'],15:00,20:50,R914
2024 학년도,1학기,대학,컴퓨터공학과,CSE3016,01,컴퓨터공학실험II,조회,3.0,6.0,박성용,12,,,,,,,,,,"[2, 3, 4]",[2],,,,,['화'],15:00,20:50,AS714
2024 학년도,1학기,대학,컴퓨터공학과,CSE3030,01,컴퓨터시스템개론,조회,3.0,3.0,문의현,143,O,,,,"[2,4,6,8,0]",,,,,"[2, 3, 4]",[2],,(구)어셈블리프로그래밍,학번 끝자리가 짝수,,"['화', '목']",09:00,10:15,R404
2024 학년도,1학기,대학,컴퓨터공학과,CSE3030,02,컴퓨터시스템개론,조회,3.0,3.0,최재승,111,O,,,,"[1,3,5,7,9]",,,,,"[2, 3, 4]",[2],,(구)어셈블리프로그래밍,학번 끝자리가 홀수,,"['수', '금']",09:00,10:15,K501
2024 학년도,1학기,대학,컴퓨터공학과,CSE3080,01,자료구조,조회,3.0,3.0,양지훈,74,,,,,"[1,4,7]",,,,,"[2, 3, 4]",[2],,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 1, 4, 7",,"['월', '수']",12:00,13:15,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSE3080,02,자료구조,조회,3.0,3.0,장형수,55,,,,,"[2,5,9]",,,,,"[2, 3, 4]",[2],,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 2, 5, 9",,"['월', '수']",10:30,11:45,AS301
2024 학년도,1학기,대학,컴퓨터공학과,CSE3080,03,자료구조,조회,3.0,3.0,소정민,131,,,,,"[3,6,8,0]",,,,,"[2, 3, 4]",[2],,선수과목 : CSE2035 C프로그래밍(또는 STS2008 고급응용C프로그래밍 또는CSW2010 기초C언어 또는 EEE1002 C언어기초 또는 MEE1005 C프로그래밍기초),"학번 끝자리가 0, 3, 6, 8",,"['화', '목']",12:00,13:15,K301
2024 학년도,1학기,대학,컴퓨터공학과,CSE3301,01,연구프로젝트Ⅰ,조회,3.0,3.0,최준석,4,,,O,,,,,,,[],"[3, 4]",,,담당교수 승인과목,,[],,,
2024 학년도,1학기,대학,컴퓨터공학과,CSE3301,03,연구프로젝트Ⅰ,조회,3.0,3.0,김영재,6,,,O,,,,,,,[],"[3, 4]",,,담당교수 승인과목,,[],,,
2024 학년도,1학기,대학,컴퓨터공학과,CSE3301,04,연구프로젝트Ⅰ,조회,3.0,3.0,이혁준,5,,,O,,,,,,,[],"[3, 4]",,,담당교수 승인과목,,[],,,
2024 학년도,1학기,대학,컴퓨터공학과,CSE3301,05,연구프로젝트Ⅰ,조회,3.0,3.0,최재승,6,,,O,,,,,,,[],"[3, 4]",,,,,[],,,
2024 학년도,1학기,대학,컴퓨터공학과,CSE4010,01,컴퓨터아키텍쳐,조회,3.0,3.0,김주호,72,O,,,,"[1,3,5,7,9]",,,,,"[3, 4]",[3],,"(=전자공학과 컴퓨터아키텍쳐, 둘 중 한과목만 학점인정)(구)컴퓨터구조와논리Ⅰ, 선수과목 : CSE3015 디지털회로개론",인공지능학과 1전공자 수강 불가,,"['수', '금']",13:30,14:45,K403
2024 학년도,1학기,대학,컴퓨터공학과,CSE4010,02,컴퓨터아키텍쳐,조회,3.0,3.0,이혁준,100,O,,,,"[2,4,6,8,0]",,,,,"[3, 4]",[3],,"(=전자공학과 컴퓨터아키텍쳐, 둘 중 한과목만 학점인정)(구)컴퓨터구조와논리Ⅰ, 선수과목 : CSE3015 디지털회로개론",인공지능학과 1전공자 수강 불가,,"['월', '수']",12:00,13:15,K401
2024 학년도,1학기,대학,컴퓨터공학과,CSE4050,01,프로그래밍언어,조회,3.0,3.0,최재승,164,,,,,,,,,,"[3, 4]",[3],,선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문),,,"['화', '목']",16:30,17:45,K302
2024 학년도,1학기,대학,컴퓨터공학과,CSE4100,01,시스템프로그래밍,조회,3.0,3.0,박성용,90,,,,,"[2,4,6,8,0]",,,,,"[3, 4]",[3],,구)멀티코어프로그래밍,인공지능학과 1전공자 수강 불가,,"['화', '목']",10:30,11:45,K201
2024 학년도,1학기,대학,컴퓨터공학과,CSE4100,02,시스템프로그래밍,조회,3.0,3.0,김영재,97,,,,,"[1,3,5,7,9]",,,,,"[3, 4]",[3],,구)멀티코어프로그래밍,인공지능학과 1전공자 수강 불가,,"['화', '목']",15:00,16:15,K201
2024 학년도,1학기,대학,컴퓨터공학과,CSE4110,01,데이터베이스시스템,조회,3.0,3.0,정성원,114,,,,,"[1,3,5,7,9]",,,,,"[3, 4]",[3],,,학번 끝자리가 홀수,,"['월', '수']",10:30,11:45,K302
2024 학년도,1학기,대학,컴퓨터공학과,CSE4110,02,데이터베이스시스템,조회,3.0,3.0,정성원,93,,,,,"[2,4,6,8,0]",,,,,"[3, 4]",[3],,,학번 끝자리가 짝수,,"['월', '수']",16:30,17:45,R404
2024 학년도,1학기,대학,컴퓨터공학과,CSE4115,01,소프트웨어공학,조회,3.0,3.0,박수용,80,,,,,,,,,,"[3, 4]","[3, 4]",,,,,"['화', '목']",10:30,11:45,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSE4116,01,임베디드시스템소프트웨어,조회,3.0,3.0,박성용,24,,,,,,,,,,[4],[4],,,"인원수 24명 제한, 컴퓨터공학 1전공자만 수강 가능",,"['화', '목']",13:30,14:45,R903
2024 학년도,1학기,대학,컴퓨터공학과,CSE4130,01,기초머신러닝,조회,3.0,3.0,박운상,68,,,,,,,,,,"[3, 4]","[3, 4]",,,,,"['수', '금']",09:00,10:15,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSE4130,02,기초머신러닝,조회,3.0,3.0,최준석,76,O,,,,,,,,,"[3, 4]","[3, 4]",,,,,"['화', '목']",09:00,10:15,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSE4170,01,기초컴퓨터그래픽스,조회,3.0,3.0,임인성,91,,,,,,,,,,"[3, 4]","[3, 4]",,선수과목 : STS2005 미적분학I,,,"['화', '목']",12:00,13:15,R404
2024 학년도,1학기,대학,컴퓨터공학과,CSE4175,01,컴퓨터네트워크,조회,3.0,3.0,김승욱,77,,,,,,,,,,"[3, 4]",[4],,구)기초컴퓨터네트워크,,,"['수', '금']",15:00,16:15,K403
2024 학년도,1학기,대학,컴퓨터공학과,CSE4175,02,컴퓨터네트워크,조회,3.0,3.0,소정민,136,,,,,,,,,,"[3, 4]",[4],,구)기초컴퓨터네트워크,,,"['화', '목']",15:00,16:15,R404
2024 학년도,1학기,대학,컴퓨터공학과,CSE4186,01,캡스톤디자인I(캡스톤디자인),조회,3.0,3.0,정영민,42,,,,,,,,,,"[3, 4]","[3, 4]",,"오픈소스 SW 개발 및 참여, 선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문)",,,['월'],13:30,16:15,AS412
2024 학년도,1학기,대학,컴퓨터공학과,CSE4186,02,캡스톤디자인I(캡스톤디자인),조회,3.0,3.0,정영민,33,,,,,,,,,,"[3, 4]","[3, 4]",,"오픈소스 SW 개발 및 참여, 선수과목 : CSE3080 자료구조(또는 CSW2030 자료구조입문)",,,['금'],10:30,13:15,AS301
2024 학년도,1학기,대학,컴퓨터공학과,CSE4187,01,산학프로젝트(캡스톤디자인),조회,3.0,3.0,구명완,43,,,,,,,,,,[4],[4],,구)캡스톤디자인II(캡스톤디자인),구)종합설계. 졸업학기 대상,,['월'],13:30,16:15,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSE4188,01,암호학기초,조회,3.0,3.0,김세준,37,O,,,,,,,,,"[3, 4]",[4],,,,,"['수', '금']",13:30,14:45,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSEG311,01,음성인식,조회,3.0,3.0,김지환,21,,,,,,,,,,"[3, 4]","[3, 4]",,"대학원 초급과목, 구)대화형사용자인터페이스개론",학석사 연계과목,,"['수', '금']",15:00,16:15,R903
2024 학년도,1학기,대학,컴퓨터공학과,CSEG312,01,데이터마이닝,조회,3.0,3.0,양지훈,12,,,,,,,,,,"[3, 4]",[4],,대학원 초급과목,학석사 연계과목,,"['화', '목']",12:00,13:15,AS912
2024 학년도,1학기,대학,컴퓨터공학과,CSEG321,01,인간언어기술개론,조회,3.0,3.0,장부루,24,,,,,,,,,,"[3, 4]",[4],,대학원 초급과목,학석사 연계과목,,"['월', '수']",16:30,17:45,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSEG416,01,패턴인식,조회,3.0,3.0,박운상,50,O,,,,,,,,,[4],[4],,,학석사 연계과목,,"['화', '목']",13:30,14:45,AS414
2024 학년도,1학기,대학,컴퓨터공학과,CSEG483,01,기초 GPU 프로그래밍,조회,3.0,3.0,임인성,31,,,,,,,,,,"[3, 4]","[3, 4]",,구)GPGPU 컴퓨팅,학석사 연계과목,,"['화', '목']",16:30,17:45,AS301
2024 학년도,1학기,대학,컴퓨터공학과,CSEQ981,01,컴퓨터교과교육론,조회,3.0,3.0,김선호,1,,,,,,,,,,"[1, 2, 3, 4]","[3, 4]",,교직이수자만 전공학점으로 인정,교직과목,,['수'],18:00,20:45,J116
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW2010,01,기초C언어,조회,3.0,3.0,강호석,46,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,"전자공학, 컴퓨터공학전공자 수강 불가",,,"['월', '수']",12:00,13:15,D105
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW2010,02,기초C언어,조회,3.0,3.0,강호석,49,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,"전자공학, 컴퓨터공학전공자 수강 불가",,,"['수', '금']",13:30,14:45,D104B
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3010,01,알고리즘입문,조회,3.0,3.0,임종석,19,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,"전자공학, 컴퓨터공학전공자 수강 불가","수강대상: C 언어(CSW2010 또는 이와 유사한 과목), 자료구조(CSW2030 또는 이와 유사한 과목) 수강 학생",,"['월', '수']",10:30,11:45,D504
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3020,01,운영체제입문,조회,3.0,3.0,정영민,15,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,"전자공학, 컴퓨터공학전공자 수강 불가",,,"['월', '수']",16:30,17:45,AS311
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3040,01,소프트웨어공학입문,조회,3.0,3.0,최수진,9,,,,,,,,,,"[2, 3, 4]","[2, 3, 4]",,"전자공학, 컴퓨터공학전공자 수강 불가",,,['금'],10:30,13:15,AS305
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3060,01,빅데이터학,조회,3.0,3.0,홍정하,23,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",16:30,17:45,AS311
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3070,01,문화산업과스토리텔링,조회,3.0,3.0,장미화,14,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",12:00,13:15,AS305
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW3080,01,빅데이터마이닝입문,조회,3.0,3.0,박석,9,,,,,,,,,,"[3, 4]","[3, 4]",,,,,"['화', '목']",10:30,11:45,AS305
2024 학년도,1학기,대학,융합소프트웨어연계전공,CSW4020,01,정보처리및자연언어처리,조회,3.0,3.0,홍정하,23,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,"['화', '목']",15:00,16:15,AS311
2024 학년도,1학기,대학,대학,CUCAU002,01,한국힙합의랩탐구,,3.0,,,0,,,O,O,,,,,,[],"[1, 2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCAU012,01,과학의논쟁,,3.0,,,8,,,O,O,,,,,,[],"[1, 2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCAU013,01,휴머노이드 로봇,,3.0,,,47,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCAU017,01,Global Business and Legal Issues,,3.0,,,6,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCKD001,01,"시를 읽다, 소설을 읽다, 나를 읽다",,2.0,,,21,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCKU004,01,감성인문학,,2.0,,,17,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCKU005,01,생각을 세우다,,2.0,,,0,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCKU006,01,에코토피아와 인간,,2.0,,,0,,,O,O,,,,,,[],"[1, 2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUCKU007,01,평화 인문학과 안중근,,2.0,,,0,,,O,O,,,,,,[],"[1, 2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUDGC004,01,예술의이해와탐구,,2.0,,,4,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUDGC008,01,과학기술과사회,,2.0,,,0,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUDGC010,01,영화고전의발견,,2.0,,,9,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUDGC012,01,경영학의이해,,2.0,,,19,,,O,O,,,,,,[],"[1, 2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUICC007,01,세계유산의 이해,,2.0,,,0,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUICC008,01,삶의 재발견,,2.0,,,0,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUICC009,01,취창업과 진로,,2.0,,,7,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUMPC002,01,공감과 소통,,2.0,,,28,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUMPC003,01,"사랑, 성, 생명",,2.0,,,5,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUMPC004,01,도시와 문화예술,,2.0,,,12,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,대학,CUPSC002,01,문학과 정신분석,,3.0,,,3,,,O,O,,,,,,[],"[2, 3, 4]",,,CU공유대학 과목,,[],,,
2024 학년도,1학기,대학,디지털인문학연계전공,DIH3004,01,인문데이터 전산처리,조회,3.0,3.0,김현종,6,,,,,,,,,,"[1, 2, 3, 4]","[2, 3, 4]",,,,,['월'],13:30,16:15,AS111
2024 학년도,1학기,대학,경제학과,ECO2001,02,경제학원론I,조회,3.0,3.0,김진원,99,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['화', '목']",12:00,13:15,GN101
2024 학년도,1학기,대학,경제학과,ECO2001,03,경제학원론I,조회,3.0,3.0,김홍균,93,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['화', '목']",13:30,14:45,GN201
2024 학년도,1학기,대학,경제학과,ECO2001,04,경제학원론I,조회,3.0,3.0,손성빈,96,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['화', '목']",15:00,16:15,GN201
2024 학년도,1학기,대학,경제학과,ECO2001,05,경제학원론I,조회,3.0,3.0,안태현,96,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['월', '수']",12:00,13:15,GN201
2024 학년도,1학기,대학,경제학과,ECO2001,06,경제학원론I,조회,3.0,3.0,허정,349,,,,,,,,,,"[1, 2, 3, 4]",[1],,,[비대면] 사이버 캠퍼스 동영상 녹화 강의,,[],,,
2024 학년도,1학기,대학,경제학과,ECO2001,07,경제학원론I,조회,3.0,3.0,Iris Haydar Doruk,40,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['수', '금']",09:00,10:15,GN102
2024 학년도,1학기,대학,경제학과,ECO2002,01,경제학원론II,조회,3.0,3.0,김재호,32,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['수', '금']",09:00,10:15,GN203
2024 학년도,1학기,대학,경제학과,ECO2002,02,경제학원론II,조회,3.0,3.0,송의영,99,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['화', '목']",12:00,13:15,GN201
2024 학년도,1학기,대학,경제학과,ECO2002,03,경제학원론II,조회,3.0,3.0,김형욱,82,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,"['수', '금']",13:30,14:45,GN201
2024 학년도,1학기,대학,경제학과,ECO2002,04,경제학원론II,조회,3.0,3.0,김숙영,83,,,,,,,,,,"[1, 2, 3, 4]",[1],,,,,['월'],13:30,16:15,GN201
2024 학년도,1학기,대학,경제학과,ECO2003,01,경제수리기초,조회,3.0,3.0,김형욱,85,,,,,,,,,,"[1, 2, 3, 4]",[1],,,"경제학·스타트업·융합S/W·빅데이터사이언스·인공지능연계전공 우선신청/미적분학I, II 수강자 및 07학번이전학생 수강불가",,['월'],13:30,16:15,GN202
2024 학년도,1학기,대학,경제학과,ECO2003,02,경제수리기초,조회,3.0,3.0,박경옥,101,,,,,,,,,,"[1, 2, 3, 4]",[1],,,"경제학·스타트업·융합S/W·빅데이터사이언스·인공지능연계전공 우선신청/미적분학I, II 수강자 및 07학번이전학생 수강불가",,['금'],10:30,13:15,GN201
2024 학년도,1학기,대학,경제학과,ECO2004,01,경제통계학,조회,3.0,3.0,주하연,63,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자 수강불가",,"['월', '수']",12:00,13:15,GN101
2024 학년도,1학기,대학,경제학과,ECO2004,02,경제통계학,조회,3.0,3.0,김인경,55,O,,,,,,,,,"[1, 2, 3, 4]",[1],,,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자 수강불가",,"['수', '금']",09:00,10:15,GN202
2024 학년도,1학기,대학,경제학과,ECO2004,03,경제통계학,조회,3.0,3.0,백예인,66,,,,,,,,,,"[1, 2, 3, 4]",[1],,,"경제,스타트업,융합S/W,빅데이터사이언스전공 우선신청/수학,컴공전공(통계학입문OR응용수학I로대체),경영통계수강자 수강불가",,"['화', '목']",10:30,11:45,GN201
2024 학년도,1학기,대학,경제학과,ECO2006,01,미시경제학I,조회,3.0,3.0,Iris Haydar Doruk,72,O,,,,,,,,,"[1, 2, 3, 4]",[2],,"선수과목 : ECO2001, ECO2003(또는 STS2005 또는 STS2006)",,,"['수', '금']",13:30,14:45,GN202
