과목번호,과목명,학년도,학기,분반,강의계획서,요일,시작시간,종료시간,강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,수강대상,비고
PHY4003,현대광학I,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,AS412,3.0,김도석,25,,,,,,,"[1, 2, 3, 4]",
PHY4005,기초입자이론I,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,RA406A,3.0,김원태,22,,,,,,,"[1, 2, 3, 4]",
PHY4012,나노물리,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,RA406A,3.0,김현정,13,,,,,,,"[1, 2, 3, 4]",
PHY4201,특수연구,2025 학년도,1학기,1,조회,['화'],16:30,17:45,R404,1.5,장준익,7,,,,,,,"[3, 4]",전공학점으로 인정되지 않음.(총학점에는 포함됨)
PHY4204,졸업프로젝트,2025 학년도,1학기,1,조회,[],,,,,장준익,1,,,,,,,"[3, 4]",
PHYG001,고전물리I,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K506,3.0,이현철,3,O,,,,,,"[3, 4]",대학원 초급 과목
PHYG004,기계학습응용,2025 학년도,1학기,1,조회,['금'],10:30,13:15,AS303,3.0,최영우,17,O,,,,,,"[3, 4]",
POL2002,정치학개론,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,DB101,3.0,하상응,183,,,,,,,"[1, 2, 3, 4]",
POL3061,한국정치사,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,DB102,3.0,전재호,92,,,,,,,"[1, 2, 3, 4]",
POL3068,한국의선거,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,D301,3.0,이현우,64,,,,,,,"[1, 2, 3, 4]",
POL3080,현대북한의정치,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,D402,3.0,정영철,25,,,,,,,"[1, 2, 3, 4]",
POL3112,문화와정치,2025 학년도,1학기,1,조회,['월'],13:30,16:15,D202,3.0,김태심,74,,,,,,,"[1, 2, 3, 4]",
POL3158,국제정치경제론,2025 학년도,1학기,1,조회,['금'],10:30,13:15,D301,3.0,이율빈,26,,,,,,,"[1, 2, 3, 4]",
POL3161,비교정치론,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D202,3.0,박정훈,44,,,,,,,"[1, 2, 3, 4]",
POL3163,일본정치의이해,2025 학년도,1학기,1,조회,['금'],10:30,13:15,D402,3.0,김백주,29,,,,,,,"[1, 2, 3, 4]",
POL3182,정치경제론,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,DB102,3.0,김대환,65,,,,,,,"[1, 2, 3, 4]",
POL3184,정치심리학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,DB102,3.0,하상응,134,,,,,,,"[1, 2, 3, 4]",
POL3200,젠더와 정치,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,DB101,3.0,황인혜,70,O,,,,,,"[1, 2, 3, 4]",
POL3201,불평등과 재분배의 정치,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D202,3.0,황인혜,62,,,,,,,"[1, 2, 3, 4]",
POL4066,한국정치이념논쟁사,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,D304,3.0,전재호,9,,,,,,,"[1, 2, 3, 4]",
POL4146,중국의외교정책,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D303B,3.0,이한얼,13,O,,,,,,"[1, 2, 3, 4]",
POL4155,국제관계실무토론과글쓰기,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,D302,3.0,배기현,9,,,,,,,"[1, 2, 3, 4]",
POL4169,비교정치특강,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D504,3.0,박정훈,18,O,,,,,,"[1, 2, 3, 4]",
POLG224,현대민주주의론,2025 학년도,1학기,1,조회,['화'],12:00,14:55,D406,3.0,송병권,2,O,,,,,,"[3, 4]",
PSY2001,일반심리학,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,K302,3.0,나진경,185,,,,,,,"[1, 2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY2002,심리통계,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,DB102,3.0,석혜원,120,O,,,,,,"[1, 2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY2004,인지심리학,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D202,3.0,이창환,50,O,,,,,,"[2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY3004,건강심리학,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,D202,3.0,김현식,102,O,,,,,,"[2, 3, 4]",
PSY3008,성격심리학,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,D202,3.0,정유선,81,,,,,,,"[1, 2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY3009,사회심리학,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,DB101,3.0,김진형,48,O,,,,,,"[1, 2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY3010,인사심리학,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D301,3.0,장재윤,24,,,,,,,"[2, 3, 4]",
PSY3012,생리및생물심리학,2025 학년도,1학기,1,조회,['금'],10:30,13:15,D202,3.0,이연경,33,,,,,,,"[1, 2, 3, 4]",
PSY3013,지각심리학,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,DB102,3.0,차옥균,22,O,,,,,,"[2, 3, 4]",
PSY3016,동기및정서심리학,2025 학년도,1학기,1,조회,['금'],10:30,13:15,DB102,3.0,홍승범,94,,,,,,,"[1, 2, 3, 4]",
PSY3022,다문화심리학,2025 학년도,1학기,1,조회,[],,,,1.0,나진경,131,,,,,,,"[1, 2, 3, 4]","연세대학교 심리학과 김영훈 교수님과의 공동 강의로, 매주 업로드된 동영상 강의를 시청하고 비대면 실시간 강의(화요일 18시)에 참여."
PSY4001,이상심리학,2025 학년도,1학기,1,조회,['월'],13:30,16:15,DB101,3.0,신우승,37,,,,,,,"[2, 3, 4]",학년별 신청 기간:사회과학계 및 심리학 전공으로 제한 / 전학년 수강 신청 및 수강신청 변경 기간에는 제한을 두지 않음.
PSY4005,집단상담,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D303A,3.0,장재홍,28,,,,,,,"[2, 3, 4]",
PSY4009,집단행동의심리학,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,D302,3.0,서희영,40,,,,,,,"[2, 3, 4]",
PSY4024,창의성의심리학,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,D401A,3.0,장재윤,10,,,,,,,"[1, 2, 3, 4]",
PSY4025,심리학연구방법론,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D402,3.0,연규진,8,,,,,,,"[1, 2, 3, 4]",
PSY4032,상담면접기법,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D504,3.0,장재홍,20,,,,,,,"[2, 3, 4]",
PSY4042,직업심리학,2025 학년도,1학기,1,조회,['월'],13:30,16:15,DB102,3.0,박춘신,19,,,,,,,"[3, 4]",
PUB2005,법과현대사회,2025 학년도,1학기,1,조회,"['수', '금']",13:30,14:45,K208,3.0,김보혁,6,O,,,,,,"[1, 2, 3, 4]",
PUB3016,사회보장과법,2025 학년도,1학기,1,조회,['월'],10:00,12:45,AS303,3.0,정성훈,16,,,,,,,"[1, 2, 3, 4]",
PUB3021,국제법,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,X238,3.0,왕상한,19,,,,,,,"[1, 2, 3, 4]",
PUB3023,"민법 Ⅰ (민법총칙,물권법)",2025 학년도,1학기,1,조회,['수'],14:00,16:45,K309,3.0,이승기,42,,,,,,,"[1, 2, 3, 4]",
PUB3025,민사소송법,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D303A,3.0,정윤아,20,,,,,,,"[1, 2, 3, 4]",
PUB3026,상법,2025 학년도,1학기,1,조회,['금'],15:00,17:45,D202,3.0,장승희,73,,,,,,,"[1, 2, 3, 4]",
PUB3030,헌법,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J307,3.0,임지봉,59,O,,,,,,"[1, 2, 3, 4]",
PUB3031,형법,2025 학년도,1학기,1,조회,['화'],09:00,11:45,K405,3.0,권정택,19,,,,,,,"[1, 2, 3, 4]",
REL2001,종교의이해,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,J315,3.0,김재영,19,O,,,,,,"[1, 2, 3, 4]",
REL2002,세계종교입문,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J215,3.0,서명삼,20,O,,,,,,"[1, 2, 3, 4]",
REL3008,유교의중심사상,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J108,3.0,정소이,22,O,,,,,,"[1, 2, 3, 4]",
REL3022,한국종교의이해,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,J311,3.0,오지섭,13,,,,,,,"[1, 2, 3, 4]",
REL3024,그리스도교강독,2025 학년도,1학기,1,조회,"['화', '목']",13:30,14:45,J323,3.0,박병관,18,,,,,,,"[1, 2, 3, 4]",
REL3029,종교심리학,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,J116,3.0,김재영,9,O,,,,,,"[1, 2, 3, 4]",
REL3033,한국무교의이해,2025 학년도,1학기,1,조회,['월'],13:30,16:15,J215,3.0,김동규,13,,,,,,,"[1, 2, 3, 4]",
REL3051,세계불교입문,2025 학년도,1학기,1,조회,"['수', '금']",10:30,11:45,J215,3.0,김건엽,11,,,,,,,"[1, 2, 3, 4]",
REL3055,종말론: 유토피아와 디스토피아,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,J323,3.0,서명삼,19,,,,,,,"[1, 2, 3, 4]",
ROT4002,안전및조직관리사례연구,2025 학년도,1학기,1,,"['화', '목']",07:30,10:20,K208,5.0,,3,,,,,,,[3],수강대상: 학군사관후보생
ROT4004,조직리더십사례연구,2025 학년도,1학기,1,,"['화', '목']",07:30,10:20,RA410,5.0,,4,,,,,,,[4],수강대상: 학군사관후보생
SCI1011,과학수학,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,K306,3.0,이재성,42,,,,,,,"[1, 2, 3, 4]",SCIENCE기반 자유전공학부생만 수강가능
SCI1014,통합생물학,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K306,3.0,"정광환, 이병하, 주봉건",43,,,,,,,"[1, 2, 3, 4]",SCIENCE기반 자유전공학부생만 수강가능
SHS2001,현대사회의이해,2025 학년도,1학기,1,조회,[],,,,3.0,민병교,147,,,,O,,,[],"한국가톨릭교양공유대학(CU12), 절대평가, 2-4학년 대상"
SHS2002,한국과세계,2025 학년도,1학기,1,조회,"['수', '금']",09:00,10:15,K203,3.0,서복경,61,,,,,,,"[1, 2, 3, 4]",
SHS2003,커뮤니케이션과사회,2025 학년도,1학기,1,조회,"['화', '목']",16:30,17:45,K203,3.0,신의경,68,,,,,,,"[1, 2, 3, 4]",
SHS2005,법과지식재산,2025 학년도,1학기,1,조회,[],,,,3.0,안재형,56,,,,O,,,[],"한국가톨릭교양공유대학(CU12), 절대평가, 2-4학년 대상"
SHS2007,생활속의심리학,2025 학년도,1학기,1,조회,[],,,,3.0,강재연,78,,,,O,,,[],"한국가톨릭교양공유대학(CU12), 절대평가, 2-4학년 대상"
SHS2009,한류와 미디어,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,K502,3.0,정하라,34,,,,,,O,"[1, 2, 3, 4]",KSC4003 한류와문화산업 대체
SHU4001,북한의이해와통일후한국,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,DB101,3.0,정영철,80,,,,,,,"[1, 2, 3, 4]",구 통일과민족의미래의 대체과목/북한의이해(SHU4002)의 대체과목
SHU4016,현대사회와복지국가,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,DB102,3.0,문진영,32,,,,,,,"[1, 2, 3, 4]",
SHU4024,결혼준비특강,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,K501,3.0,김영희,41,,,,,,,"[2, 3, 4]","매주토론수업진행, 의자이동가능한K관 대형강의실 배정원함(201,203,301,303, 401,403,501,503)"
SHU4028,지리로 보는 세계,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D302,3.0,김소연,29,O,,,,,,"[1, 2, 3, 4]",
SHU4050,국제개발협력의이해,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,J309,3.0,한재광,27,,,,,,,"[1, 2, 3, 4]",
SHU4052,세계대전의이해,2025 학년도,1학기,1,,[],,,,3.0,정병주,7,,,,O,,,[],"한국가톨릭교양공유대학(CU12), 절대평가, 2-4학년 대상"
SHU4074,기후변화와사회정의,2025 학년도,1학기,1,조회,['금'],10:30,13:15,K403,3.0,채진해,72,,,,,,,"[1, 2, 3, 4]",
SHU4076,직장생활과법,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D301,3.0,심재진,66,,,,,,,"[2, 3, 4]",
SHU4077,인간과 인권Ⅰ,2025 학년도,1학기,1,조회,['금'],10:30,12:20,DB101,2.0,이상복,82,,,,,,,"[1, 2, 3, 4]",
SHU4080,K-문화와 미디어,2025 학년도,1학기,1,조회,['월'],13:30,16:15,K201,3.0,최은진,74,O,,,,,O,"[1, 2, 3, 4]",
SHU4081,법과 금융,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,DB101,3.0,이상복,149,,,,,,,"[1, 2, 3, 4]",
SHU4083,창업기회탐색,2025 학년도,1학기,1,조회,['목'],15:00,16:15,J118,1.5,홍철기,61,,,,,,,"[1, 2, 3, 4]",
SOC2001,사회학개론,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D304,3.0,김우선,14,,,,,,,"[1, 2, 3, 4]",
SOC2002,인류학개론,2025 학년도,1학기,1,조회,"['화', '목']",09:00,10:15,D303A,3.0,이현숙,15,,,,,,,"[1, 2, 3, 4]",
SOC2003,사회조사방법론(캡스톤디자인),2025 학년도,1학기,1,조회,['화'],16:30,19:00,D303A,3.0,오세일,29,O,,,,,,"[1, 2, 3, 4]",
SOC2006,사회학사,2025 학년도,1학기,1,조회,"['화', '목']",10:30,11:45,D402,3.0,정호대,40,,,,,,,"[1, 2, 3, 4]",권장학년 2-4학년
SOC3015,건강과 질병의 사회학,2025 학년도,1학기,1,조회,"['화', '목']",15:00,16:15,D202,3.0,이주현,57,,,,,,,"[1, 2, 3, 4]",
SOC3019,교육사회학,2025 학년도,1학기,1,조회,"['월', '수']",10:30,11:45,D302,3.0,전상진,37,,,,,,,"[1, 2, 3, 4]",
SOC3024,정치사회학,2025 학년도,1학기,1,조회,"['화', '목']",12:00,13:15,D301,3.0,이상경,28,O,,,,,,"[1, 2, 3, 4]",
SOC3034,국제이주와초국가주의,2025 학년도,1학기,1,조회,"['월', '수']",12:00,13:15,D303A,3.0,손인서,25,,,,,,,"[1, 2, 3, 4]",
SOC3045,시대진단의사회학,2025 학년도,1학기,1,조회,"['월', '수']",16:30,17:45,D303B,3.0,전상진,21,,,,,,,"[1, 2, 3, 4]",
SOC3051,시장과사회,2025 학년도,1학기,1,조회,"['수', '금']",15:00,16:15,D304,3.0,이철승,8,,,,,,,"[1, 2, 3, 4]",
