과목번호,과목명,학년도,학기,분반,강의계획서,요일,시작시간,종료시간,강의실,시간,교수진,수강생수,영어강의,중국어강의,승인과목,CU과목,홀짝구분,국제학생,수강대상,비고
ECO4037,주식및채권시장,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,GN301,3.0,손성빈,68,O,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECO4038,경기변동론(캡스톤디자인),2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,GN307,3.0,이윤수,9,,,,,,,"[2, 3, 4]","""경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
권장사항 : 미시경제학Ⅰ, 거시경제학Ⅰ, 계량경제학Ⅰ, 경제통계학 기수강자"
ECO4039,응용미시이론,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,GN307,3.0,김영철,17,,,,,,,"[2, 3, 4]",경제전공자 우선수강(전학년수강신청일에 비경제전공자 수강신청 가능)
ECOG050,AI 거시경제,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,GN203,3.0,백예인,3,,,,,,,"[2, 3, 4]","대학원초급과목, 경제학전공자 우선수강신청(비경제학전공자는 전학년수강신청일에 수강신청 가능)"
EDU3033,교육사회,2024 학년도,2학기,1,조회,['월'],13:30,15:20,J128,2.0,김영미,18,,,,,,,"[2, 3, 4]",
EDU3046,교직실무,2024 학년도,2학기,1,조회,['화'],16:30,18:20,J128,2.0,이미숙,27,,,,,,,"[3, 4]",
EDU3048,빅데이터의이해와교육적활용(캡스톤디자인),2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J317,3.0,신효정,10,O,,,,,,"[1, 2, 3, 4]",
EDUF981,외국어교과교육론,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J325,3.0,한소영,8,O,,,,,,"[2, 3, 4]",
EDUF983,외국어교과교재연구및지도법,2024 학년도,2학기,1,조회,"['화', '목']",09:00,10:15,J215,3.0,한소영,11,,,,,,,"[2, 3, 4]",
EDUS982,과학교과논리및논술,2024 학년도,2학기,1,조회,['금'],17:00,19:45,J315,3.0,이성은,8,,,,,,,"[2, 3, 4]",교직이수자만 전공과목으로 인정됨
EDUS983,과학교과교재연구및지도,2024 학년도,2학기,1,조회,['수'],17:00,19:45,D412,3.0,이성은,4,,,,,,,"[2, 3, 4]",교직이수자만 전공과목으로 인정됨
EEE1002,C언어기초,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,AS111,3.0,남창주,46,O,,,,"[1,3,5]",,"[1, 2, 3, 4]","전자공학과 전용분반, 학번이 1,3,5로 끝나는 학생 수강"
EEE2052,디지털논리회로실험,2024 학년도,2학기,1,조회,['월'],15:00,19:45,R708,5.0,김상완,22,,,,,,,"[1, 2, 3, 4]",실험강의 수:19:00~20:30
EEE2102,전자장론II,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,AS305,3.0,이행선,15,,,,,,,"[1, 2, 3, 4]",SSE2102-01과 합반 수업
EEE2104,고급공학수학II,2024 학년도,2학기,1,조회,"['수', '금']",09:00,10:15,AS412,3.0,배수아,51,O,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",학번이 홀수로 끝나는 학생 수강
EEE2105,첨단반도체세미나,2024 학년도,2학기,1,조회,['월'],13:30,14:20,K202,1.0,고요환,124,,,,,,,"[1, 2, 3, 4]",
EEE2108,자료구조 및 알고리즘,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,AS111,3.0,"Kim, Youngwook",35,O,,,,,,"[1, 2, 3, 4]",SSE2108-01과 합반 수업
EEE2111,기초회로이론,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,AS414,3.0,최용,47,,,,,"[1,3,5]",,"[1, 2, 3, 4]","학번이 1,3,5로 끝나는 학생 수강"
EEE2120,물리전자공학I,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,K305,3.0,윤광석,61,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",학번이 홀수로 끝나는 학생 수강
EEE2153,신호및시스템,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,AS301,3.0,김영록,57,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",학번이 홀수로 끝나는 학생 수강
EEE3132,전자회로II,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,K303,3.0,안길초,48,,,,,"[1,3,5,7,9]",,"[1, 2, 3, 4]",학번이 홀수로 끝나는 학생 수강
EEE3142,기계학습기초,2024 학년도,2학기,1,조회,"['수', '금']",09:00,10:15,AS414,3.0,강석주,40,,,,,,,"[1, 2, 3, 4]",
EEE3146,반도체공학,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,R404,3.0,김상완,82,,,,,,,"[1, 2, 3, 4]",
EEE3149,디지털통신,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,K405,3.0,성원진,50,O,,,,,,"[1, 2, 3, 4]",
EEE3178,컴퓨터아키텍쳐,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,R404,3.0,류성주,93,,,,,,,"[1, 2, 3, 4]",
EEE3182,고급전자회로실험,2024 학년도,2학기,1,조회,['월'],15:00,19:45,R712,5.0,김시현,25,,,,,,,"[1, 2, 3, 4]",실험강의 월:19:00~20:30
EEE4125,전력전자공학,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,AS305,3.0,김상완,34,O,,,,,,"[1, 2, 3, 4]",
EEE4159,이동통신,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,AS305,3.0,소재우,10,,,,,,,"[1, 2, 3, 4]",
EEE4161,인터넷통신망,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,AS311,3.0,장주욱,11,,,,,,,"[1, 2, 3, 4]",
EEE4168,임베디드시스템설계,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,AS311,3.0,김경환,16,,,,,,,"[1, 2, 3, 4]",
EEE4169,VLSI시스템설계,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,K403,3.0,안길초,52,,,,,,,"[1, 2, 3, 4]",
EEE4174,마이크로파회로설계,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,AS305,3.0,이행선,7,,,,,,,"[1, 2, 3, 4]",
EEE4175,디지털신호처리개론,2024 학년도,2학기,1,조회,"['화', '목']",09:00,10:15,AS303,3.0,유양모,19,,,,,,,"[1, 2, 3, 4]",
EEE4178,인공지능(딥러닝)개론,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,K402,3.0,한준규,55,,,,,,,"[1, 2, 3, 4]",노트북 지참 필수
EEE4204,CIS및센서소자설계,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,AS412,3.0,김성진,17,,,,,,,"[1, 2, 3, 4]",
EEEG272,반도체메모리 회로설계(캡스톤디자인),2024 학년도,2학기,1,조회,['월'],13:30,16:15,K307,3.0,윤규한,18,,,,,,,"[1, 2, 3, 4]",
EEEG477,패턴인식,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,AS414,3.0,김경환,14,,,,,,,"[1, 2, 3, 4]",
ENG2009,영미단편소설,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,J602,3.0,김영주,34,,,,,,,"[1, 2, 3, 4]",선수과목: 영문학개론
ENG3004,셰익스피어,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J107,3.0,김태원,48,,,,,,,"[2, 3, 4]",
ENG3005,17세기영문학,2024 학년도,2학기,1,조회,"['화', '목']",09:00,10:15,J209,3.0,전자영,15,O,,,,,,"[2, 3, 4]",
ENG3106,현대미국희곡,2024 학년도,2학기,1,조회,['금'],10:30,13:15,J215,3.0,이은경,29,O,,,,,,"[2, 3, 4]",
ENG3108,최근미국문학,2024 학년도,2학기,1,조회,"['수', '금']",09:00,10:15,J215,3.0,황은주,20,,,,,,,"[2, 3, 4]",
ENG3213,여성문학,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J313,3.0,김영주,16,,,,,,,"[2, 3, 4]",여성학연계전공 GES3005 여성과문학과 코드쉐어
ENG3222,소설의기원과발달,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,J215,3.0,김태원,26,,,,,,,"[2, 3, 4]",
ENG3227,문학과예술,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J217,3.0,BonfiglioRichardPaul,23,O,,,,,,"[2, 3, 4]",
ENG3301,영어음성학,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,J116,3.0,정인기,9,O,,,,,,"[2, 3, 4]",선수과목: ENG2101 영문학작문
ENG3303,영어사,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J102,3.0,이성범,48,,,,,,,"[1, 2, 3, 4]",
ENG3306,영어통사론,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J207,3.0,Barrie Michael Jonathan Mathew,8,O,,,,,,"[2, 3, 4]",
ENG3312,언어와사회,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,J209,3.0,채서영,14,,,O,,,,"[1, 2, 3, 4]","선수과목: ENG2003 언어학개론 (학과 사무실로 학생이 연락해서 이름, 학번, 언어학 개론 수강학기를  남겨야 수강 가능)"
ENG3322,언어유형과 언어다양성,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,J209,3.0,Barrie Michael Jonathan Mathew,6,O,,,,,,"[2, 3, 4]",
ENG3406,영문자서전창작,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,J114,3.0,신도현,9,O,,,,,,"[2, 3, 4]",LIFE WRITING
ENG3415,영어어휘와 AI(캡스톤디자인),2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J602,3.0,유원호,12,,,,,,,"[1, 2, 3, 4]",
ENG3418,법과 문화(캡스톤디자인),2024 학년도,2학기,1,조회,['월'],13:30,16:15,J202,3.0,김준형,32,,,,,,,"[2, 3, 4]",
ENG3420,언어학과 인문콘텐츠(캡스톤디자인),2024 학년도,2학기,1,조회,['금'],10:30,13:15,J116,3.0,"정인기, 정희련",3,,,,,,,"[2, 3, 4]",선수과목: ENG2003 언어학개론 또는 ENG34XX 언어학 과목 한 과목
ENGG006,초기및19세기미국문학프로세미나,2024 학년도,2학기,1,조회,['화'],15:00,18:00,J111,3.0,서주희,1,O,,,,,,"[3, 4]",학석사연계과목
ENGG204,음운론I,2024 학년도,2학기,1,조회,['화'],10:30,13:15,J909,3.0,정인기,2,,,,,,,"[3, 4]",학석사 연계과목/선수과목: ENG2003 언어학개론
ETS2003,철학산책,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J311,3.0,이솔,77,,,,,,,"[1, 2, 3, 4]",
ETU4016,"종교,폭력,평화",2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,K304,3.0,김명희,24,,,,,,,"[1, 2, 3, 4]",
ETU4018,행복의추구,2024 학년도,2학기,1,조회,"['월', '수']",15:00,16:15,D402,3.0,강선형,54,,,,,,,"[1, 2, 3, 4]",
EUR2206,독문법1,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J219,3.0,이민수,19,,,,,,,"[1, 2, 3, 4]",
EUR2243,독일예술감상,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,X429,3.0,조한렬,18,,,,,,,"[1, 2, 3, 4]",
EUR2302,쉬운프랑스어읽기,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,J321,3.0,박정섭,7,,,,,,,"[1, 2, 3, 4]",
EUR2304,프랑스어문법2,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,J128,3.0,김이정,12,,,,,,,"[1, 2, 3, 4]",
EUR2315,프랑스문화의이해,2024 학년도,2학기,1,조회,"['화', '목']",16:30,17:45,J327,3.0,전종호,45,,,,,,,"[1, 2, 3, 4]",
EUR3197,제4차 산업혁명시대의 언어학(캡스톤디자인),2024 학년도,2학기,1,조회,"['수', '금']",09:00,10:15,J217,3.0,"김형민, 김지영, 정희련",17,,,,,,,"[1, 2, 3, 4]",
EUR3199,전공진로설계Ⅰ,2024 학년도,2학기,1,조회,[],,,,,김형민,1,,,,,,,"[2, 3, 4]",제1전공자만 가능
EUR3202,시청각독어1,2024 학년도,2학기,1,조회,"['화', '목']",16:30,17:45,J325,3.0,최윤영,15,,,,,,,"[1, 2, 3, 4]",
EUR3204,중급독문강독,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,J219,3.0,최윤영,17,,,,,,,"[1, 2, 3, 4]",
EUR3205,중급독어회화,2024 학년도,2학기,1,조회,['월'],13:30,16:15,J114,3.0,Brose Iris,6,,,,,,,"[1, 2, 3, 4]",
EUR3218,게르만인과독일어의역사,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J313,3.0,김형민,15,,,,,,,"[1, 2, 3, 4]",
EUR3238,독일작가론,2024 학년도,2학기,1,조회,['금'],10:30,13:15,J313,3.0,허정화,16,,,,,,,"[1, 2, 3, 4]",
EUR3242,독일영화이해,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,J219,3.0,김연신,21,,,,,,,"[1, 2, 3, 4]",
EUR3244,독일어권문화탐방,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,J114,3.0,이민수,10,,,,,,,"[1, 2, 3, 4]",
EUR3320,시청각프랑스어1,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J215,3.0,"Malin, Franck",25,,,,,,,"[1, 2, 3, 4]",국제학생 수강 허용
EUR3322,시청각프랑스어3,2024 학년도,2학기,1,조회,"['수', '금']",09:00,10:15,J204,3.0,"Castagnes, Gilles Yves",14,,,,,,,"[1, 2, 3, 4]",국제학생 수강 허용
EUR3323,프랑스어작문1,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,J321,3.0,박정섭,15,,,,,,,"[1, 2, 3, 4]",
EUR3327,연극을통한프랑스어연습,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J311,3.0,권현정,18,,,,,,,"[1, 2, 3, 4]",
EUR3341,프랑스문학개론,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J317,3.0,전종호,16,,,,,,,"[1, 2, 3, 4]",
EUR3349,프랑스극문학,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,J202,3.0,권현정,15,,,,,,,"[1, 2, 3, 4]",
EUR3372,프랑스및프랑스어권의영화,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,J207,3.0,"Malin, Franck",6,,,,,,,"[1, 2, 3, 4]",국제학생 수강 허용
EUR4103,주제별유럽문화연구,2024 학년도,2학기,1,조회,['월'],13:30,16:15,J327,3.0,황인정,43,,,,,,,"[1, 2, 3, 4]",
EURG202,주제별독문학,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J209,3.0,김연신,20,,,,,,,"[1, 2, 3, 4]",
EURG301,프랑스소설이론,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,J217,3.0,"Castagnes, Gilles Yves",17,,,,,,,"[2, 3, 4]",학석사연계과목
GES3005,여성과문학,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J313,3.0,김영주,2,,,,,,,"[1, 2, 3, 4]",영미어문학과<성과문학>(ENG3211)와 합반
GESG004,여성과미디어,2024 학년도,2학기,1,조회,"['화', '목']",16:30,17:45,GA305,3.0,장은미,3,,,,,,,"[1, 2, 3, 4]","학석사연계과목, 신방과 <젠더와 미디어>(JAS4042)와 합반"
GKE2001,한국어교육학개론,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,X428,3.0,박민신,13,,,,,,,"[1, 2, 3, 4]",한국어 교사 자격증 취득 가능 과목(내국인 수강 가능)
GKE3035,한국전통문화의 이해,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,D412,3.0,이영은,26,,,,,,O,"[1, 2, 3, 4]",KSC4009 한국전통문화의이해 대체
GKE3036,남북한관계론,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,D412,3.0,이영은,28,,,,,,O,"[1, 2, 3, 4]",KSC4010 남북한관계론 대체
GKEG001,한국어 데이터 기반 한국언어문화연구,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,X428,3.0,박민신,2,,,,,,,"[1, 2, 3, 4]",
GKS3001,Global Diffusion of the K-wave,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J307,3.0,HanOul,38,O,,,,,,"[1, 2, 3, 4]",
GKS3007,Topics in Korea Today,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,X429,3.0,이현옥,36,O,,,,,,"[2, 3, 4]",
GKS3009,Korean Society and Media: Continuity of Political Topics,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,D502,3.0,HanOul,28,O,,,,,,"[1, 2, 3, 4]",
GKS3024,Korean Language&Culture-Intermediate,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,X429,3.0,신승혜,27,O,,,,,O,"[1, 2, 3, 4]",
GKS3030,Korean Language&Culture-Advanced,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,X428,3.0,신승혜,16,O,,,,,O,"[1, 2, 3, 4]",
GKS4007,International Politics of the Korean Pen,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,X428,3.0,백종완,11,O,,,,,,"[2, 3, 4]",
GKS4015,Curatorial Studies for Korean Culture Exchange,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,X429,3.0,오준호,14,O,,,,,,"[2, 3, 4]",
GKSG004,Research in Korean Studies : Labour and Development,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,X349,3.0,장대업,6,O,,,,,,"[2, 3, 4]",
HFU4003,생명윤리,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,J211,3.0,"Bretzke,James",10,O,,,,,,"[1, 2, 3, 4]",해외초빙교수
HIS3008,중국근세사,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,J217,3.0,장수지,13,,,,,,,"[1, 2, 3, 4]",
HIS3014,일본사개설,2024 학년도,2학기,1,조회,"['화', '목']",09:00,10:15,J202,3.0,허지은,21,,,,,,,"[1, 2, 3, 4]",
HIS3015,요동사,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,K304,3.0,송인주,19,,,,,,,"[1, 2, 3, 4]",
HIS3022,서양중세사,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,J215,3.0,박효근,14,,,,,,,"[1, 2, 3, 4]",
HIS3026,민족주의와제국주의시대사,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J204,3.0,이종훈,16,,,,,,,"[1, 2, 3, 4]",
HIS3032,프랑스사개설,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J327,3.0,박단,12,,,,,,,"[1, 2, 3, 4]",
HIS3043,한국사회경제사,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J219,3.0,계승범,29,,,,,,,"[1, 2, 3, 4]",
HIS3052,한국금석학,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,J209,3.0,임평섭,11,,,,,,,"[1, 2, 3, 4]",
HIS3055,동아시아사개론II,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,J219,3.0,정면,21,,,,,,,"[1, 2, 3, 4]",
HIS3062,서양사개론Ⅱ,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,J609,3.0,강정석,19,,,,,,,"[1, 2, 3, 4]",
HIS3072,문화유산현장실습3,2024 학년도,2학기,1,조회,['화'],16:30,17:45,J102,1.5,정일영,34,,,,,,,"[1, 2, 3, 4]","현장실습, 문화유산현장실습4와 합반"
HIS3073,문화유산현장실습4,2024 학년도,2학기,1,조회,['화'],16:30,17:45,J102,1.5,정일영,28,,,,,,,"[1, 2, 3, 4]","현장실습, 문화유산현장실습3과 합반"
HIS3081,이슬람사,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J209,3.0,박현도,20,,,,,,,"[1, 2, 3, 4]",
HIS3084,지리정보시스템(GIS)과 역사지도,2024 학년도,2학기,1,조회,['금'],10:30,13:15,AS107,3.0,유슬기,4,,,,,,,"[1, 2, 3, 4]",
HIS4004,한국사특강4,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J207,3.0,주채영,18,,,,,,,"[1, 2, 3, 4]",역사콘텐츠에 관심있는 모든 학생
HIS4017,서양사명저해제1,2024 학년도,2학기,1,조회,['월'],13:30,16:15,J204,3.0,양재혁,32,,,,,,,"[1, 2, 3, 4]",
HIS4031,역사글쓰기,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J114,3.0,계승범,4,,,,,,,"[1, 2, 3, 4]",
HISQ983,역사교과교재연구및지도법,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,J211,3.0,김민정,3,,,,,,,"[1, 2, 3, 4]",
HLU4001,영양과다이어트,2024 학년도,2학기,1,조회,['화'],10:30,12:20,K504,2.0,이유숙,21,,,,,,,"[1, 2, 3, 4]",
HLU4009,배드민턴,2024 학년도,2학기,1,조회,[],,,,2.0,남기정,35,,,,,,,"[1, 2, 3, 4]",실기수업(체육관 이용)
HLU4014,야구,2024 학년도,2학기,1,조회,[],,,,2.0,남기정,34,,,,,,,"[1, 2, 3, 4]",실기수업(운동장 이용)
HSS3001,인간과인성,2024 학년도,2학기,1,조회,['월'],13:30,15:20,J302,2.0,"김지영, 이규성",75,,,,,,,"[1, 2, 3, 4]",
HSS3024,글로벌기업 CEO의 기업가 정신 특강,2024 학년도,2학기,1,조회,['수'],15:00,16:15,J311,1.5,이강오,76,,,,,,,"[2, 3]","- 수업은 글로벌기업 CEO들의 팀티칭 특강으로 진행, S/U 과목임, 2,3학년 학년제한 유지"
HSS3026,SOFEX100동아시아와예수회교육,2024 학년도,2학기,1,조회,['목'],17:00,19:50,MA204,3.0,"오세일, 김민호",20,O,,O,,,,"[2, 3, 4]",성찰과성장 이수자/졸업직전학기 학생 사전협의/1학기 사전선발/절대평가 3학점
HSS3028,아픈영혼을 철학으로 치유하기,2024 학년도,2학기,1,조회,[],,,,,홍경자,11,,,O,O,,,[],"CU12 가톨릭교양공유대학, 인터넷 줌강의"
HSS3030,지속가능한발전과 ESG실천(종합설계),2024 학년도,2학기,1,조회,['금'],13:30,16:15,GA305,3.0,최윤희,29,,,O,,,,"[2, 3, 4]","성찰과성장 이수자
[사전선발], 절대평가
PBL 및 기업연계활동"
JAS3008,PR의이해,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,GA303B,3.0,정수린,36,O,,,,,,"[2, 3, 4]",스포츠 미디어 연계전공 가능
JAS3011,PR글쓰기와실무,2024 학년도,2학기,1,조회,['월'],13:30,16:15,GA401,3.0,강귀영,24,,,,,,,"[2, 3, 4]",한국어 글쓰기 가능자
JAS3012,텔레비전론,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,GA403,3.0,최지선,63,,,,,,,"[2, 3, 4]",스포츠 미디어 연계전공 가능
JAS3014,창의적말하기와글쓰기,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,GA401,3.0,김지연,32,,,,,,,"[2, 3, 4]",
JAS3016,광고문화비평,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,GA305,3.0,유현재,30,,,,,,,"[1, 2, 3, 4]",
JAS3017,AI 활용 광고와 디자인 기획,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,GA303B,3.0,피종삼,21,,,,,,,"[1, 2, 3, 4]",
JAS3018,전공진로설계Ⅰ,2024 학년도,2학기,1,조회,[],,,,,서수민,2,,,,,,,"[2, 3, 4]",제1전공자만 가능
JAS4003,미디어문화사,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,GA403,3.0,김균,59,,,,,,,"[1, 2, 3, 4]",
JAS4006,광고커뮤니케이션과소비자심리분석,2024 학년도,2학기,1,조회,"['화', '목']",09:00,10:15,GA303B,3.0,유현재,17,,,,,,,"[1, 2, 3, 4]",
JAS4007,미디어와위기커뮤니케이션,2024 학년도,2학기,1,조회,"['월', '수']",12:00,13:15,GA305,3.0,김수연,37,O,,,,,,"[2, 3, 4]",
JAS4012,스타트업 전략 커뮤니케이션,2024 학년도,2학기,1,조회,['금'],13:30,16:15,GA402,3.0,최화준,7,,,,,,,"[1, 2, 3, 4]",
JAS4013,미디어콘텐츠포맷론:Youtube이론및실습,2024 학년도,2학기,1,조회,['월'],13:30,16:15,PA301,3.0,원용진,10,,,,,,,"[2, 3, 4]",
JAS4014,데이터마이닝,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,GA303B,3.0,임종섭,10,O,,,,,,"[1, 2, 3, 4]",스포츠 미디어 연계전공 가능
JAS4037,북한과 미디어,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,GA403,3.0,서수민,49,O,,,,,,"[2, 3, 4]",교환학생 수강불가
JAS4041,한국 현대사회와 언론보도,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,GA305,3.0,김종철,50,,,,,,,"[1, 2, 3, 4]",
JAS4042,젠더와 미디어,2024 학년도,2학기,1,조회,"['화', '목']",16:30,17:45,GA305,3.0,장은미,11,,,,,,,"[1, 2, 3, 4]",여성학연계전공 수강가능
JASG204,소셜미디어와 글로벌소비자행동,2024 학년도,2학기,1,조회,['목'],14:00,17:00,MA208,3.0,윤각,13,,,,,,,"[1, 2, 3, 4]",
JPN2001,중급일본어I,2024 학년도,2학기,1,조회,"['월', '수']",16:30,17:45,J602,3.0,정수진,15,,,,,,,"[1, 2, 3, 4]",
JPN2003,미디어일본어,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,X353,3.0,KANEKO RURIKO,16,,,,,,,"[1, 2, 3, 4]",
JPN2004,초급 일본어 회화,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,J202,3.0,정하민,14,,,,,,,"[1, 2, 3, 4]",
JPN2009,일본문화의이해,2024 학년도,2학기,1,조회,"['화', '목']",16:30,17:45,K305,3.0,윤병남,32,,,,,,,"[1, 2, 3, 4]",
JPN2011,일본소설강독,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,J112,3.0,강소영,11,,,,,,,"[1, 2, 3, 4]",
JPN2017,중급 일본어 회화,2024 학년도,2학기,1,조회,"['수', '금']",15:00,16:15,J114,3.0,정하민,16,,,,,,,"[1, 2, 3, 4]",
JPN3002,일본의법과사회,2024 학년도,2학기,1,조회,"['화', '목']",13:30,14:45,J311,3.0,김상수,58,,,,,,,"[1, 2, 3, 4]",
KCS1001,한국사회와 한국어,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,K208,3.0,고은정,15,,,,,,O,"[1, 2, 3, 4]",초급. 과목명 변경(구 한국문화의 이해)
KCS1002,대학생활과 한국어,2024 학년도,2학기,1,조회,"['월', '수']",10:30,11:45,D502,3.0,유민애,17,,,,,,O,"[1, 2, 3, 4]",초급. 과목명 변경(구 대학생활과 학문의 탐색)
KIC3004,국제개발협력과NGO,2024 학년도,2학기,1,조회,"['화', '목']",12:00,13:15,D303B,3.0,한재광,5,,,,,,,"[1, 2, 3, 4]",
KIC3005,국제개발협력의주요의제,2024 학년도,2학기,1,조회,"['화', '목']",15:00,16:15,D303B,3.0,김소연,7,,,,,,,"[1, 2, 3, 4]",
KLC1001,한국어 의사소통Ⅰ,2024 학년도,2학기,1,조회,"['화', '목']",10:30,11:45,D401A,3.0,박진혁,22,,,,,,O,"[1, 2, 3, 4]",초급
KLC1002,한국어 의사소통Ⅱ,2024 학년도,2학기,1,조회,"['수', '금']",13:30,14:45,J219,3.0,강경민,18,,,,,,O,"[1, 2, 3, 4]",KSC3002 한국사회이해를 위한 비판적 쓰기 대체
